in1971.i,SINGULAR_OR_MASS,1
15.000,MASS,3
-6,PLURAL,1
1-the,SINGULAR_OR_MASS,9
wateri,SINGULAR_OR_MASS,1
youmy,SINGULAR_OR_MASS,7
30.it,SINGULAR_OR_MASS,1
1977.and,SINGULAR_OR_MASS,1
1983.i,SINGULAR_OR_MASS,4
1white,SINGULAR_OR_MASS,1
2006.expirience,MASS,1
10.30pm,MASS,1
ilove,SINGULAR_OR_MASS,1
30.59,SINGULAR_OR_MASS,1
59.55,SINGULAR_OR_MASS,1
411,SINGULAR_OR_MASS,2
5pm,MASS,9
40am,SINGULAR_OR_MASS,4
19.90,SINGULAR_OR_MASS,4
2003-2007,SINGULAR_OR_MASS,1
2011-12-1,MASS,1
20-year,SINGULAR_OR_MASS,2
rmb5000,SINGULAR_OR_MASS,8
8m*3m,SINGULAR_OR_MASS,5
package1,SINGULAR_OR_MASS,1
th,MASS,11
1.01,SINGULAR_OR_MASS,1
0.99,SINGULAR_OR_MASS,7
bay,SINGULAR_OR_MASS,2
1.pink,PLURAL,2
dollars2.yellow,SINGULAR_OR_MASS,1
dollars.3,PLURAL,4
dollars.4,PLURAL,1
dollars.6.dark,SINGULAR_OR_MASS,1
30.hope,SINGULAR_OR_MASS,5
twonty-two,PLURAL,1
7986,SINGULAR_OR_MASS,1
00a.m,SINGULAR_OR_MASS,3
18th,SINGULAR_OR_MASS,3
promissed.4,SINGULAR_OR_MASS,1
25.i,SINGULAR_OR_MASS,9
.3-another,SINGULAR_OR_MASS,3
120.000,SINGULAR_OR_MASS,1
25.08.2011,SINGULAR_OR_MASS,1
38.there,PLURAL,1
net13,MASS,1
book11,MASS,1
4.99short,SINGULAR_OR_MASS,2
6.99red,SINGULAR_OR_MASS,1
experiences.4,SINGULAR_OR_MASS,1
14st,SINGULAR_OR_MASS,2
xy,SINGULAR_OR_MASS,3
25.60,SINGULAR_OR_MASS,1
10.45,MASS,1
8/21/2011,SINGULAR_OR_MASS,1
11.50,PLURAL,2
bitencourt1,SINGULAR_OR_MASS,1
hengyang,SINGULAR_OR_MASS,2
15am,SINGULAR_OR_MASS,8
20pm,SINGULAR_OR_MASS,12
thousand,MASS,7
1991.i,SINGULAR_OR_MASS,6
9.22,SINGULAR_OR_MASS,1
8/26/2011,SINGULAR_OR_MASS,1
2~3,PLURAL,6
24.shi,SINGULAR_OR_MASS,1
26.i,MASS,1
sixtysix,PLURAL,5
grey,PLURAL,2
49.99blue,PLURAL,1
15.50black,SINGULAR_OR_MASS,1
9.99short,SINGULAR_OR_MASS,1
50.99gray,PLURAL,1
15.99pink,PLURAL,3
15.99orange,SINGULAR_OR_MASS,2
20.00yellow,SINGULAR_OR_MASS,1
13.hair,SINGULAR_OR_MASS,1
advertisement2,SINGULAR_OR_MASS,1
meeting4,SINGULAR_OR_MASS,1
august2011,SINGULAR_OR_MASS,1
sexteen,PLURAL,15
18.there,PLURAL,1
1.-just,SINGULAR_OR_MASS,1
40cm,SINGULAR_OR_MASS,5
i'm49,PLURAL,3
was17,PLURAL,3
60light,SINGULAR_OR_MASS,2
1961.i,SINGULAR_OR_MASS,1
1980.that,SINGULAR_OR_MASS,5
9.99,MASS,7
0.99,MASS,1
666,SINGULAR_OR_MASS,10
1st.,SINGULAR_OR_MASS,1
2008/,SINGULAR_OR_MASS,1
s3,SINGULAR_OR_MASS,1
twe,SINGULAR_OR_MASS,3
.another,SINGULAR_OR_MASS,3
renovation.3,SINGULAR_OR_MASS,1
200boxes,SINGULAR_OR_MASS,1
5.keep,MASS,1
1800.the,SINGULAR_OR_MASS,1
08,PLURAL,14
2011.8.17,MASS,1
200s,SINGULAR_OR_MASS,1
2012-01-09,SINGULAR_OR_MASS,1
13d,SINGULAR_OR_MASS,1
2.3,SINGULAR_OR_MASS,3
1.200,SINGULAR_OR_MASS,4
25grey,SINGULAR_OR_MASS,1
23grey,PLURAL,1
30pink,PLURAL,1
2o,SINGULAR_OR_MASS,5
3-11,SINGULAR_OR_MASS,58
4-12,SINGULAR_OR_MASS,2
2|2,SINGULAR_OR_MASS,1
12/03/**,MASS,1
2011-07-06,SINGULAR_OR_MASS,2
02nd,SINGULAR_OR_MASS,4
05-12,SINGULAR_OR_MASS,1
348,MASS,1
eiut,PLURAL,1
ieght,PLURAL,1
2005.i,PLURAL,2
136***2419,SINGULAR_OR_MASS,1
twenty-eight,SINGULAR_OR_MASS,2
00o,SINGULAR_OR_MASS,1
l.1,SINGULAR_OR_MASS,1
someday.4,SINGULAR_OR_MASS,1
8pm,MASS,7
08-23-2012,SINGULAR_OR_MASS,1
similar.-3,PLURAL,1
30.00brown,PLURAL,1
1class,SINGULAR_OR_MASS,1
2100,MASS,1
375221order,SINGULAR_OR_MASS,3
2009-5-13,SINGULAR_OR_MASS,1
5.0,SINGULAR_OR_MASS,7
3meters,SINGULAR_OR_MASS,5
188,PLURAL,3
tent.the,SINGULAR_OR_MASS,1
am.the,SINGULAR_OR_MASS,1
3-years,SINGULAR_OR_MASS,6
100music,SINGULAR_OR_MASS,2
108f,SINGULAR_OR_MASS,2
2001-2006personal,SINGULAR_OR_MASS,1
1892.downstairs-kitchen-dinning,SINGULAR_OR_MASS,1
2025,PLURAL,9
06/06/2015license,SINGULAR_OR_MASS,1
12/06/1948license,SINGULAR_OR_MASS,1
10/15monthly,SINGULAR_OR_MASS,1
9.45,SINGULAR_OR_MASS,1
thise,SINGULAR_OR_MASS,10
19.00-19.20,SINGULAR_OR_MASS,1
19.20,SINGULAR_OR_MASS,1
20.30,SINGULAR_OR_MASS,3
8am,PLURAL,4
30food,SINGULAR_OR_MASS,1
2011at,PLURAL,1
ortiz1,SINGULAR_OR_MASS,1
development.2,SINGULAR_OR_MASS,1
wheter,PLURAL,1
hours.2,SINGULAR_OR_MASS,1
this.3,SINGULAR_OR_MASS,1
thoughout,SINGULAR_OR_MASS,2
33.50,SINGULAR_OR_MASS,1
40brown,SINGULAR_OR_MASS,1
99brown,SINGULAR_OR_MASS,3
50the,SINGULAR_OR_MASS,2
00t,SINGULAR_OR_MASS,1
caterpillar7-day-oldno,SINGULAR_OR_MASS,1
3002,SINGULAR_OR_MASS,1
2012-02-19,SINGULAR_OR_MASS,1
59.my,SINGULAR_OR_MASS,6
20.this,SINGULAR_OR_MASS,4
friday.6,SINGULAR_OR_MASS,2
1969,MASS,1
2000education,SINGULAR_OR_MASS,1
07/15/2011,SINGULAR_OR_MASS,1
circumstances.2,SINGULAR_OR_MASS,1
promotion.3,SINGULAR_OR_MASS,1
bars.2,SINGULAR_OR_MASS,1
appearance.3,MASS,1
fiona,SINGULAR_OR_MASS,1
'30,SINGULAR_OR_MASS,3
13-2-1-13,SINGULAR_OR_MASS,1
shoes-59.00,SINGULAR_OR_MASS,1
8.45pmi,SINGULAR_OR_MASS,2
9001,SINGULAR_OR_MASS,2
water4-,SINGULAR_OR_MASS,1
19/02/2012time,SINGULAR_OR_MASS,1
12.50,SINGULAR_OR_MASS,4
36my,SINGULAR_OR_MASS,1
35.my,SINGULAR_OR_MASS,12
40black,SINGULAR_OR_MASS,1
skirt,SINGULAR_OR_MASS,1
25.00.jeans,SINGULAR_OR_MASS,1
rodrigo1,SINGULAR_OR_MASS,1
2012-04-03,SINGULAR_OR_MASS,2
eigteen,PLURAL,11
tennis.3,SINGULAR_OR_MASS,2
rope.2-,SINGULAR_OR_MASS,1
/30,SINGULAR_OR_MASS,1
00jacket,MASS,2
2014,SINGULAR_OR_MASS,2660
21hair,SINGULAR_OR_MASS,3
keyboards16,SINGULAR_OR_MASS,5
99.a,SINGULAR_OR_MASS,8
2012-7-9,PLURAL,1
2012-9-8,SINGULAR_OR_MASS,1
fifty-three.my,SINGULAR_OR_MASS,1
eighty-two.my,SINGULAR_OR_MASS,1
k,SINGULAR_OR_MASS,11
1889/germanymain,SINGULAR_OR_MASS,1
.1,MASS,1
9amplace,SINGULAR_OR_MASS,1
morerealistic.3.the,SINGULAR_OR_MASS,1
.the,MASS,27
2011-09-29,SINGULAR_OR_MASS,1
10-6,PLURAL,2
20.99,MASS,3
t33d,SINGULAR_OR_MASS,2
b12.kind,SINGULAR_OR_MASS,1
3.fun,SINGULAR_OR_MASS,1
79.90white,SINGULAR_OR_MASS,1
59.00pink,SINGULAR_OR_MASS,5
39.99blue,SINGULAR_OR_MASS,7
750,PLURAL,8
11/2010,SINGULAR_OR_MASS,1
06/2011,SINGULAR_OR_MASS,1
2011-,MASS,1
10per,SINGULAR_OR_MASS,1
60-80cm,SINGULAR_OR_MASS,1
20kg,SINGULAR_OR_MASS,1
whitout,SINGULAR_OR_MASS,7
476890,SINGULAR_OR_MASS,1
2002,PLURAL,5
1934,SINGULAR_OR_MASS,1
sqm/78,PLURAL,1
07-29-11hellomy,SINGULAR_OR_MASS,1
08-08-11,PLURAL,1
1microphon,SINGULAR_OR_MASS,1
2011/8/17,SINGULAR_OR_MASS,1
7pounds,SINGULAR_OR_MASS,1
96,SINGULAR_OR_MASS,9
45.0,PLURAL,1
8am.you,SINGULAR_OR_MASS,1
1.frisbee,MASS,1
i'm27,PLURAL,2
2010.now,SINGULAR_OR_MASS,2
27th,MASS,8
proven,SINGULAR_OR_MASS,1
ninenteen,PLURAL,1
29.there,PLURAL,7
emails6,MASS,6
time8,MASS,1
cinema10,MASS,1
you.big,SINGULAR_OR_MASS,1
34.00,PLURAL,2
56.00,SINGULAR_OR_MASS,3
000.the,SINGULAR_OR_MASS,22
40music,SINGULAR_OR_MASS,2
s350,SINGULAR_OR_MASS,1
2004-2006,MASS,1
11o,SINGULAR_OR_MASS,4
28.07.2011,SINGULAR_OR_MASS,1
raincy1,SINGULAR_OR_MASS,1
school.2,MASS,1
school.3,MASS,1
1table,PLURAL,6
1black,SINGULAR_OR_MASS,1
1light,SINGULAR_OR_MASS,1
6.the,PLURAL,1
i'm13,PLURAL,6
xianthe,SINGULAR_OR_MASS,1
mine.4.the,SINGULAR_OR_MASS,1
2.our,SINGULAR_OR_MASS,1
4.our,SINGULAR_OR_MASS,1
pm.4-,SINGULAR_OR_MASS,1
1969,PLURAL,3
ucp,SINGULAR_OR_MASS,2
night.4-,SINGULAR_OR_MASS,1
1973/,SINGULAR_OR_MASS,1
200-year-long,SINGULAR_OR_MASS,1
8x3,SINGULAR_OR_MASS,16
19/10,SINGULAR_OR_MASS,1
2011.professional,SINGULAR_OR_MASS,1
inmy,SINGULAR_OR_MASS,1
2010diploma,SINGULAR_OR_MASS,3
22.00,PLURAL,3
80pink,PLURAL,1
77long,SINGULAR_OR_MASS,1
80light,SINGULAR_OR_MASS,1
4.55,PLURAL,3
write.2,SINGULAR_OR_MASS,1
25-35,PLURAL,2
15.00,MASS,10
eigthteen,SINGULAR_OR_MASS,2
450,PLURAL,13
i1m,SINGULAR_OR_MASS,7
experience2011,MASS,1
99shirt,PLURAL,2
is165cm,SINGULAR_OR_MASS,1
1.5dollars,SINGULAR_OR_MASS,1
2011-08-09,MASS,1
12356,SINGULAR_OR_MASS,1
nine'0,SINGULAR_OR_MASS,1
12'0,SINGULAR_OR_MASS,2
six'0,SINGULAR_OR_MASS,1
ten'0,SINGULAR_OR_MASS,1
2011.9.18,SINGULAR_OR_MASS,1
40pm,MASS,1
3g,SINGULAR_OR_MASS,13
200ml,SINGULAR_OR_MASS,3
11pm,SINGULAR_OR_MASS,9
'5000,MASS,1
22-45,SINGULAR_OR_MASS,1
billion,PLURAL,36
19-39,PLURAL,1
6.00am,SINGULAR_OR_MASS,1
108o,SINGULAR_OR_MASS,4
2012.2.22,MASS,1
vegetables,MASS,1
skills.2,MASS,2
fairs5,SINGULAR_OR_MASS,1
alleach,SINGULAR_OR_MASS,1
49'99,PLURAL,1
59'99,PLURAL,1
management.3,SINGULAR_OR_MASS,11
1.brand,SINGULAR_OR_MASS,3
3.dominate,SINGULAR_OR_MASS,2
6.clean,SINGULAR_OR_MASS,2
1.gine,SINGULAR_OR_MASS,1
12'o,MASS,1
15070031088,SINGULAR_OR_MASS,1
1p.m.,SINGULAR_OR_MASS,9
5.5,SINGULAR_OR_MASS,4
125,SINGULAR_OR_MASS,6
-19,PLURAL,1
+038,PLURAL,1
toeic,SINGULAR_OR_MASS,10
shi1,SINGULAR_OR_MASS,1
week.1.i,SINGULAR_OR_MASS,1
day.4,SINGULAR_OR_MASS,2
thirtreen,PLURAL,1
1ts,SINGULAR_OR_MASS,1
30.the,MASS,1
99silver,PLURAL,1
5dlspants,SINGULAR_OR_MASS,2
00gray,SINGULAR_OR_MASS,5
fifity-two,PLURAL,8
eigtheen,SINGULAR_OR_MASS,6
dark,SINGULAR_OR_MASS,1
light,SINGULAR_OR_MASS,2
5black,SINGULAR_OR_MASS,1
8pink,PLURAL,1
18light,PLURAL,1
15light,SINGULAR_OR_MASS,1
8dark,PLURAL,2
5yellow,SINGULAR_OR_MASS,1
1o'oclock,SINGULAR_OR_MASS,1
24/11,SINGULAR_OR_MASS,1
7.i,SINGULAR_OR_MASS,9
1999/,SINGULAR_OR_MASS,1
1080p,MASS,1
120hz,SINGULAR_OR_MASS,1
6300u,SINGULAR_OR_MASS,1
3-17,PLURAL,1
1965.this,SINGULAR_OR_MASS,1
1892-,SINGULAR_OR_MASS,1
333,SINGULAR_OR_MASS,5
n.,SINGULAR_OR_MASS,6
1pmthe,SINGULAR_OR_MASS,2
1stit,SINGULAR_OR_MASS,1
37522120.000,SINGULAR_OR_MASS,1
10amdoes,SINGULAR_OR_MASS,1
123-4567,MASS,1
rmb15000,SINGULAR_OR_MASS,4
18.88,PLURAL,1
whatsyour,SINGULAR_OR_MASS,1
30ty,SINGULAR_OR_MASS,1
597,SINGULAR_OR_MASS,1
within120,PLURAL,2
vacation.4/,SINGULAR_OR_MASS,1
.5/,SINGULAR_OR_MASS,1
1/,SINGULAR_OR_MASS,6
7.55,SINGULAR_OR_MASS,2
5.90,PLURAL,3
1.00,SINGULAR_OR_MASS,7
2011.8.23,SINGULAR_OR_MASS,1
07/25/2011,PLURAL,1
08-04-2008,SINGULAR_OR_MASS,1
29hair,SINGULAR_OR_MASS,8
.how,PLURAL,1
29orang,PLURAL,1
25all,PLURAL,1
1961,SINGULAR_OR_MASS,15
47hair,SINGULAR_OR_MASS,3
town.3-,SINGULAR_OR_MASS,1
writting.3,SINGULAR_OR_MASS,1
17.i,MASS,10
2088,SINGULAR_OR_MASS,1
90t-,SINGULAR_OR_MASS,1
90a,SINGULAR_OR_MASS,3
50a,SINGULAR_OR_MASS,5
69all,PLURAL,1
6pmdoes,SINGULAR_OR_MASS,1
face.4.the,SINGULAR_OR_MASS,1
7.99a,SINGULAR_OR_MASS,2
8.99a,PLURAL,1
24.99,PLURAL,9
examples.5,MASS,1
19blue,SINGULAR_OR_MASS,1
06.30,MASS,4
69.oo,SINGULAR_OR_MASS,3
29.oo,SINGULAR_OR_MASS,2
skirt-9,SINGULAR_OR_MASS,1
1pm.my,PLURAL,1
23hair,SINGULAR_OR_MASS,4
13pm,SINGULAR_OR_MASS,3
123.99,SINGULAR_OR_MASS,1
249.99,SINGULAR_OR_MASS,1
e250,SINGULAR_OR_MASS,1
fifty-two,SINGULAR_OR_MASS,7
8776554,SINGULAR_OR_MASS,1
u2.this,SINGULAR_OR_MASS,1
99dress,SINGULAR_OR_MASS,4
00.on,MASS,1
10jd,SINGULAR_OR_MASS,1
6/9/2011,SINGULAR_OR_MASS,1
i''m23,PLURAL,1
future.1,SINGULAR_OR_MASS,1
700.in,SINGULAR_OR_MASS,1
soonyour,SINGULAR_OR_MASS,1
30.99,PLURAL,9
*1997,MASS,1
10p.m,SINGULAR_OR_MASS,3
1844,MASS,1
3yearsrelevant,SINGULAR_OR_MASS,1
10.each,SINGULAR_OR_MASS,2
9.0.a,SINGULAR_OR_MASS,3
14.30,MASS,5
230,SINGULAR_OR_MASS,5
9.0,MASS,5
35.44,SINGULAR_OR_MASS,1
25.55,SINGULAR_OR_MASS,1
27.66,SINGULAR_OR_MASS,2
150an,SINGULAR_OR_MASS,1
200a,SINGULAR_OR_MASS,4
80a,SINGULAR_OR_MASS,2
15dollars.yellow,SINGULAR_OR_MASS,1
220-280,SINGULAR_OR_MASS,2
9.35,MASS,5
2012.i,SINGULAR_OR_MASS,10
eitgh-seven,PLURAL,1
719,SINGULAR_OR_MASS,1
3001,SINGULAR_OR_MASS,1
29brown,PLURAL,1
79.00.t-shirt,SINGULAR_OR_MASS,1
30.00.shoes,SINGULAR_OR_MASS,1
2-the,SINGULAR_OR_MASS,6
600wfrequence,SINGULAR_OR_MASS,3
2007-,SINGULAR_OR_MASS,5
life.3,SINGULAR_OR_MASS,2
society.4,SINGULAR_OR_MASS,1
2012-06-,SINGULAR_OR_MASS,1
3o,PLURAL,9
1.option,SINGULAR_OR_MASS,2
am-1,MASS,2
10birthday,SINGULAR_OR_MASS,1
9.30amtake,SINGULAR_OR_MASS,1
2011.july,SINGULAR_OR_MASS,1
2011.aug.11,SINGULAR_OR_MASS,1
total.1,SINGULAR_OR_MASS,1
31-,SINGULAR_OR_MASS,4
'7,PLURAL,1
1.2g,MASS,1
512m.,MASS,1
375221,PLURAL,3
1this,SINGULAR_OR_MASS,1
4this,SINGULAR_OR_MASS,1
16sixteen,PLURAL,1
16one,SINGULAR_OR_MASS,1
+0000,SINGULAR_OR_MASS,1
2011-07-29,MASS,1
it',SINGULAR_OR_MASS,44
2d,PLURAL,1
143,PLURAL,3
pg-13,PLURAL,2
10000,PLURAL,21
8am-5,SINGULAR_OR_MASS,1
30cm*20cm*3cm,SINGULAR_OR_MASS,1
20cm,PLURAL,2
chairs.16,PLURAL,3
30work,SINGULAR_OR_MASS,6
eightteen,PLURAL,9
20.orange,SINGULAR_OR_MASS,1
27work,SINGULAR_OR_MASS,10
in1985,SINGULAR_OR_MASS,7
is25,PLURAL,1
is15,SINGULAR_OR_MASS,4
15/16,PLURAL,1
5554123,SINGULAR_OR_MASS,2
3.anther,SINGULAR_OR_MASS,1
night4,PLURAL,1
afternoon7,SINGULAR_OR_MASS,1
366km,SINGULAR_OR_MASS,1
10cartons,MASS,1
2012-05-09,SINGULAR_OR_MASS,1
1pm.that,SINGULAR_OR_MASS,1
2012-5-12,SINGULAR_OR_MASS,1
cristina1,SINGULAR_OR_MASS,1
1206,SINGULAR_OR_MASS,1
sherry2.to,SINGULAR_OR_MASS,1
3d,PLURAL,32
33.99,MASS,1
30/7/2011,SINGULAR_OR_MASS,1
04/au/2011,SINGULAR_OR_MASS,1
2005-2009,SINGULAR_OR_MASS,2
2001-2004,SINGULAR_OR_MASS,1
2003-2006,SINGULAR_OR_MASS,2
someother,SINGULAR_OR_MASS,2
together.the,PLURAL,1
47work,SINGULAR_OR_MASS,1
4-pink,SINGULAR_OR_MASS,1
5-brown,SINGULAR_OR_MASS,1
6-brown,PLURAL,2
them.3-,SINGULAR_OR_MASS,1
week.4-,SINGULAR_OR_MASS,1
evening.6-,SINGULAR_OR_MASS,1
24-105,SINGULAR_OR_MASS,1
20pmi,SINGULAR_OR_MASS,1
205,SINGULAR_OR_MASS,2
8gb,SINGULAR_OR_MASS,3
2.0,SINGULAR_OR_MASS,6
7.30am,SINGULAR_OR_MASS,2
50.black,SINGULAR_OR_MASS,1
00.gray,SINGULAR_OR_MASS,1
00.brown,SINGULAR_OR_MASS,1
99.gray,SINGULAR_OR_MASS,1
30.orange,SINGULAR_OR_MASS,1
28.yellow,SINGULAR_OR_MASS,1
n0,SINGULAR_OR_MASS,1
21.99,PLURAL,4
5black,PLURAL,1
doctor.3,SINGULAR_OR_MASS,1
food.4,PLURAL,1
houses.9,SINGULAR_OR_MASS,1
35000-45000.-,PLURAL,1
pens.15,PLURAL,1
.16,PLURAL,3
eihgten,PLURAL,1
2001-2001,SINGULAR_OR_MASS,1
13.90blue,PLURAL,1
0.99,PLURAL,4
in1980,SINGULAR_OR_MASS,1
49.they,PLURAL,1
6.88,PLURAL,1
2.80,SINGULAR_OR_MASS,1
1930s,MASS,1
1990,MASS,13
60.00grey,PLURAL,1
33.00yellow,SINGULAR_OR_MASS,1
joyzhong1691,SINGULAR_OR_MASS,1
30people,SINGULAR_OR_MASS,1
500.00,SINGULAR_OR_MASS,6
13777,SINGULAR_OR_MASS,1
1984,MASS,7
8mx3m,SINGULAR_OR_MASS,4
56.i,SINGULAR_OR_MASS,1
n'1222222,PLURAL,1
1932,SINGULAR_OR_MASS,4
10a,SINGULAR_OR_MASS,2
20the,PLURAL,3
twenti-four,PLURAL,1
456,SINGULAR_OR_MASS,9
23.05.61,SINGULAR_OR_MASS,1
8am-6pm,SINGULAR_OR_MASS,1
2005.the,SINGULAR_OR_MASS,3
luchs4,PLURAL,1
1810,MASS,2
20.70,PLURAL,1
after,SINGULAR_OR_MASS,1
21rd,SINGULAR_OR_MASS,31
35-year-old,SINGULAR_OR_MASS,3
1974.i,SINGULAR_OR_MASS,4
stations.2,MASS,1
.all,SINGULAR_OR_MASS,3
music.30,PLURAL,1
experiences3,SINGULAR_OR_MASS,3
then2,SINGULAR_OR_MASS,4
foortheen,PLURAL,1
holidays.2,SINGULAR_OR_MASS,1
270,SINGULAR_OR_MASS,4
thirtytwo,PLURAL,3
b1,SINGULAR_OR_MASS,4
week.5,PLURAL,3
thrirteen,PLURAL,3
1989main,MASS,1
fifth-seven,PLURAL,2
19-02-2012,PLURAL,1
77.my,SINGULAR_OR_MASS,1
44.my,SINGULAR_OR_MASS,1
19.my,SINGULAR_OR_MASS,1
pingpang,SINGULAR_OR_MASS,1
15.00pink,SINGULAR_OR_MASS,1
15.60black,SINGULAR_OR_MASS,1
35.99grey,SINGULAR_OR_MASS,2
10.55light,SINGULAR_OR_MASS,1
5.90orange,SINGULAR_OR_MASS,1
6.large,PLURAL,1
2-the,PLURAL,1
1h,MASS,1
7nd,SINGULAR_OR_MASS,2
+393382908046,SINGULAR_OR_MASS,1
0623-250,SINGULAR_OR_MASS,1
1997,MASS,4
111-1111,SINGULAR_OR_MASS,1
19-24,PLURAL,1
mea,SINGULAR_OR_MASS,1
4444444,SINGULAR_OR_MASS,1
later.2,SINGULAR_OR_MASS,1
58hair,SINGULAR_OR_MASS,2
12.5,SINGULAR_OR_MASS,3
50.a,SINGULAR_OR_MASS,1
twenty-tree,PLURAL,6
2005-2011,SINGULAR_OR_MASS,2
2007-2009,PLURAL,1
6am.eat,SINGULAR_OR_MASS,1
10.50,SINGULAR_OR_MASS,5
20.my,SINGULAR_OR_MASS,2
together.3,MASS,1
'26,SINGULAR_OR_MASS,2
travel.1,SINGULAR_OR_MASS,1
30.have,SINGULAR_OR_MASS,4
1969/new,SINGULAR_OR_MASS,1
fiftseven,SINGULAR_OR_MASS,1
163,PLURAL,1
21.i,SINGULAR_OR_MASS,6
2012-06-07,MASS,1
2.one,SINGULAR_OR_MASS,2
25blue,PLURAL,2
110,PLURAL,13
1877,SINGULAR_OR_MASS,1
2.30,MASS,19
cv.3.another,SINGULAR_OR_MASS,2
.4.the,SINGULAR_OR_MASS,2
000about,SINGULAR_OR_MASS,1
b2,SINGULAR_OR_MASS,4
it1smy,SINGULAR_OR_MASS,1
18ththe,SINGULAR_OR_MASS,1
us75.00,SINGULAR_OR_MASS,1
sw,SINGULAR_OR_MASS,1
1800,SINGULAR_OR_MASS,11
theyre,MASS,1
afternon,MASS,1
6''o,SINGULAR_OR_MASS,2
2011-2012,SINGULAR_OR_MASS,4
222,SINGULAR_OR_MASS,8
01,MASS,32
values.2,SINGULAR_OR_MASS,1
9.35amfrom,MASS,1
seventy-two,PLURAL,33
1y,SINGULAR_OR_MASS,1
culture.5,SINGULAR_OR_MASS,1
1ess,SINGULAR_OR_MASS,1
1999,PLURAL,7
0,PLURAL,23
itll,SINGULAR_OR_MASS,8
2001-2006,SINGULAR_OR_MASS,2
2009-2011,SINGULAR_OR_MASS,3
2006-2010,SINGULAR_OR_MASS,3
2010-present,SINGULAR_OR_MASS,4
2000.i,SINGULAR_OR_MASS,8
him.5,PLURAL,1
99the,PLURAL,2
37the,SINGULAR_OR_MASS,1
99the,SINGULAR_OR_MASS,14
m.30,PLURAL,1
21nd,SINGULAR_OR_MASS,1
landscape3,PLURAL,1
-chickenmain,SINGULAR_OR_MASS,1
2011/26/08,SINGULAR_OR_MASS,1
1000.00,SINGULAR_OR_MASS,1
12234,SINGULAR_OR_MASS,1
abd,PLURAL,1
11/3/2012,SINGULAR_OR_MASS,1
19-9,SINGULAR_OR_MASS,1
30/10,SINGULAR_OR_MASS,1
2/3,PLURAL,4
30/35,PLURAL,1
fife,SINGULAR_OR_MASS,2
200-1500,SINGULAR_OR_MASS,1
500-10000,SINGULAR_OR_MASS,1
350-2000,SINGULAR_OR_MASS,1
2006.during,PLURAL,3
idiotsthis,SINGULAR_OR_MASS,1
12chairs,PLURAL,1
twenties,SINGULAR_OR_MASS,2
boat.3/the,SINGULAR_OR_MASS,1
3/,MASS,1
sp500,SINGULAR_OR_MASS,1
that',SINGULAR_OR_MASS,3
quirmbach1,SINGULAR_OR_MASS,2
organization.3,SINGULAR_OR_MASS,2
i',MASS,4
twenty-twi,PLURAL,2
3-7-5-2-2-1,SINGULAR_OR_MASS,1
1-5-9-5-1-5-5-9-1-9-1,SINGULAR_OR_MASS,1
eight-six,SINGULAR_OR_MASS,1
usd100,SINGULAR_OR_MASS,2
1975professional,SINGULAR_OR_MASS,1
69.00a,SINGULAR_OR_MASS,2
there',SINGULAR_OR_MASS,46
7.99the,SINGULAR_OR_MASS,1
261,MASS,2
2004/2010,SINGULAR_OR_MASS,2
2011.8.24,SINGULAR_OR_MASS,1
permittable.1,SINGULAR_OR_MASS,1
background.1,SINGULAR_OR_MASS,1
56,MASS,5
rmb10000,MASS,2
rmb4000,SINGULAR_OR_MASS,2
i'm28,SINGULAR_OR_MASS,1
2011-9-24,SINGULAR_OR_MASS,1
1500,MASS,1
prospects.2,MASS,1
conditions.4,SINGULAR_OR_MASS,1
forteen,PLURAL,31
4df.,MASS,1
27.99,PLURAL,4
15.great,PLURAL,1
2011-08-16,SINGULAR_OR_MASS,1
ii,MASS,3
9-18,SINGULAR_OR_MASS,3
180cm,SINGULAR_OR_MASS,3
list.1,SINGULAR_OR_MASS,1
mother.2,SINGULAR_OR_MASS,1
35.i,SINGULAR_OR_MASS,5
oh,SINGULAR_OR_MASS,7
2012-01-12,SINGULAR_OR_MASS,2
45pm,MASS,1
5/05,SINGULAR_OR_MASS,1
1979-10,SINGULAR_OR_MASS,1
1999.09~2003.07,SINGULAR_OR_MASS,2
09,PLURAL,14
ts16949,SINGULAR_OR_MASS,4
2008/08,SINGULAR_OR_MASS,1
92nd,SINGULAR_OR_MASS,1
10-20,PLURAL,17
15-16,PLURAL,3
6.80black,SINGULAR_OR_MASS,1
5.80gray,PLURAL,1
30this,SINGULAR_OR_MASS,3
asked.5,SINGULAR_OR_MASS,1
firstly.3,SINGULAR_OR_MASS,1
20000,SINGULAR_OR_MASS,10
peas6,SINGULAR_OR_MASS,1
190.delivery,SINGULAR_OR_MASS,1
2011-8-10,SINGULAR_OR_MASS,1
7/9/2011,SINGULAR_OR_MASS,1
3.fine,SINGULAR_OR_MASS,2
15820806909,MASS,1
rmb3000,MASS,2
6.some,SINGULAR_OR_MASS,1
815,SINGULAR_OR_MASS,2
8896,SINGULAR_OR_MASS,1
b,SINGULAR_OR_MASS,10
27th,PLURAL,1
25-25,SINGULAR_OR_MASS,1
15618091190,SINGULAR_OR_MASS,1
2010-june,SINGULAR_OR_MASS,1
2011-prensent,SINGULAR_OR_MASS,1
om,SINGULAR_OR_MASS,2
he',SINGULAR_OR_MASS,6
no.50,SINGULAR_OR_MASS,1
from2000,SINGULAR_OR_MASS,2
to2008,SINGULAR_OR_MASS,1
from2009,SINGULAR_OR_MASS,1
than10,PLURAL,1
